x,y,z,label
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,0,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,0,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
40,0,106.67,0
33.33,0,106.67,0
40,0,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,13.33,106.67,0
40,20,106.67,0
46.67,0,106.67,0
40,13.33,106.67,0
46.67,0,106.67,0
33.33,0,106.67,0
40,0,106.67,0
46.67,13.33,106.67,0
40,0,106.67,0
46.67,13.33,106.67,0
40,0,106.67,0
46.67,20,106.67,0
46.67,20,106.67,0
40,0,106.67,0
46.67,0,106.67,0
33.33,0,106.67,0
33.33,13.33,106.67,0
46.67,6.67,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,20,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,0,106.67,0
33.33,20,106.67,0
40,0,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,6.67,106.67,0
33.33,13.33,106.67,0
40,0,106.67,0
40,0,106.67,0
40,0,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
46.67,6.67,106.67,0
33.33,0,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
33.33,0,106.67,0
40,0,106.67,0
33.33,0,106.67,0
40,0,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
46.67,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,20,106.67,0
46.67,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
33.33,20,106.67,0
33.33,13.33,106.67,0
40,0,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
33.33,13.33,106.67,0
46.67,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,6.67,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
46.67,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
46.67,0,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,20,106.67,0
46.67,0,106.67,0
33.33,13.33,106.67,0
46.67,13.33,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
26.67,26.67,106.67,0
53.33,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
53.33,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,0,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,13.33,106.67,0
46.66,6.67,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
46.66,6.66,106.67,0
40,0,106.67,0
33.33,0,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.34,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
53.33,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
33.34,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
33.34,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.34,13.33,106.67,0
33.34,13.33,106.67,0
40,13.33,106.67,0
33.34,0,106.67,0
33.34,13.33,106.67,0
33.34,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
46.67,13.33,106.67,0
33.34,13.33,106.67,0
33.34,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
60,0,106.67,0
33.33,6.66,106.67,0
40,6.66,106.67,0
33.34,6.67,106.67,0
33.34,6.67,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
33.34,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
33.34,6.67,106.67,0
33.34,6.67,106.67,0
33.34,6.67,106.67,0
26.67,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
46.67,0,106.67,0
46.67,20,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
33.34,13.33,106.67,0
46.67,13.33,106.67,0
46.67,6.67,106.67,0
33.34,0,106.67,0
33.34,0,106.67,0
33.34,6.67,106.67,0
33.34,6.67,106.67,0
33.34,6.67,106.67,0
46.67,0,106.67,0
33.34,0,106.67,0
33.34,0,106.67,0
33.34,20,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,0,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
33.34,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
46.67,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
33.33,6.66,106.67,0
40,6.66,106.67,0
40,13.33,106.67,0
33.33,6.67,106.67,0
33.33,20,106.67,0
46.66,20,106.67,0
33.33,13.34,106.67,0
46.66,6.66,106.67,0
46.67,13.33,113.33,1
53.34,13.33,113.33,1
46.67,13.33,113.33,1
46.67,13.33,113.33,1
46.67,0,113.33,1
46.67,0,113.33,1
46.67,13.33,113.33,1
46.67,13.33,113.33,1
53.34,20,113.33,1
46.67,13.33,113.33,1
53.34,13.33,113.33,1
46.67,13.33,113.33,1
46.67,0,113.33,1
46.67,13.33,113.33,1
46.67,13.33,113.33,1
33.33,6.66,106.67,1
40,6.66,106.67,1
40,6.66,106.67,1
40,6.66,106.67,1
46.66,6.66,106.67,1
33.33,6.66,106.67,1
46.66,6.67,106.67,1
46.66,13.33,106.67,1
40,6.67,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
33.33,6.67,106.67,1
33.33,13.33,106.67,1
33.33,0,106.67,1
46.67,6.67,106.67,1
53.33,6.67,106.67,1
46.66,6.67,106.67,1
46.66,13.34,106.67,1
40,13.34,106.67,1
33.33,13.34,106.67,1
40,13.34,106.67,1
40,13.34,106.67,1
53.33,13.34,106.67,1
53.33,20,106.67,1
33.33,0,106.67,1
33.33,6.66,106.67,1
40,6.66,106.67,1
33.33,6.66,106.67,1
33.33,13.34,106.67,1
33.33,6.66,106.67,1
33.33,6.66,106.67,1
40,6.66,106.67,1
40,0,106.67,1
33.33,6.66,106.67,1
40,6.66,106.67,1
33.33,6.66,106.67,1
33.33,6.66,106.67,1
33.33,0,106.67,1
33.33,6.66,106.67,1
40,6.66,106.67,1
33.33,6.66,106.67,1
40,6.66,106.67,0
46.67,6.67,106.67,0
46.67,13.33,106.67,0
46.67,0,106.67,0
46.67,0,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
40,0,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
53.34,0,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
46.67,13.34,106.67,0
53.34,6.67,106.67,0
33.33,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
53.34,13.34,106.67,0
53.34,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
53.34,13.34,106.67,0
40,13.34,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,20,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,13.33,106.67,0
33.33,20,106.67,0
40,13.33,106.67,0
33.33,20,106.67,0
40,20,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,6.67,106.67,0
33.33,20,106.67,0
46.67,20,106.67,0
33.34,13.34,106.67,0
40,6.67,106.67,0
46.67,13.33,106.67,0
33.33,13.33,106.67,0
40,6.66,106.67,1
46.67,6.66,106.67,1
46.67,6.66,106.67,1
46.66,13.33,106.67,1
33.33,20,106.67,1
40,20,106.67,1
33.33,13.33,106.67,1
46.67,6.66,106.67,1
33.34,20,106.67,1
40,20,106.67,1
40,20,106.67,1
40,6.67,106.67,1
33.34,6.67,106.67,1
40,6.67,106.67,1
33.33,6.67,106.67,1
40,20,106.67,1
40,6.67,106.67,1
33.33,13.34,106.67,1
33.33,20,106.67,1
46.66,13.33,106.67,1
46.66,13.33,106.67,1
46.66,13.33,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
40,0,106.67,1
53.33,13.34,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
53.33,0,106.67,1
40,0,106.67,1
40,6.67,106.67,1
33.33,0,106.67,1
40,20,106.67,1
40,6.67,106.67,1
40,0,106.67,1
40,20,106.67,1
40,6.67,106.67,1
40,13.33,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,20,106.67,1
53.33,13.33,106.67,1
40,0,106.67,1
53.33,20,106.67,1
53.33,6.67,106.67,1
40,0,106.67,1
53.33,6.67,106.67,1
40,20,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
40,20,106.67,1
40,20,106.67,1
40,20,106.67,1
53.33,6.67,106.67,1
53.33,6.67,106.67,1
40,20,106.67,1
53.33,0,106.67,1
40,0,106.67,1
40,13.33,106.67,1
40,20,106.67,1
40,20,106.67,1
40,0,106.67,1
40,20,106.67,1
40,20,106.67,1
40,20,106.67,1
40,0,106.67,1
53.33,20,106.67,1
40,20,106.67,1
40,20,106.67,1
40,13.33,106.67,1
40,6.67,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,6.67,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,6.67,106.67,1
40,20,106.67,1
53.33,6.67,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,20,106.67,1
40,6.67,106.67,1
40,20,106.67,1
40,20,106.67,1
46.67,6.67,106.67,1
33.33,6.67,106.67,1
40,13.34,106.67,1
46.67,13.34,106.67,1
40,6.67,106.67,1
46.67,6.67,106.67,1
46.67,13.34,106.67,1
40,6.67,106.67,1
46.67,6.67,106.67,1
40,6.67,106.67,1
46.67,13.34,106.67,1
33.33,6.67,106.67,1
46.67,20,106.67,1
40,6.67,106.67,1
33.33,6.67,106.67,1
46.67,13.34,106.67,1
46.67,6.67,106.67,1
46.67,6.67,106.67,1
33.33,6.67,106.67,1
46.67,6.67,106.67,1
46.67,6.67,106.67,1
46.67,20,106.67,1
46.67,13.34,106.67,1
46.67,6.67,106.67,1
46.67,6.67,106.67,1
33.33,13.34,106.67,1
33.33,13.34,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,13.34,106.67,1
26.66,13.34,106.67,1
40,13.34,106.67,1
40,26.67,106.67,1
40,13.34,106.67,1
46.66,13.34,106.67,1
40,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
26.67,6.67,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
53.33,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
40,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
53.33,6.67,106.67,1
53.33,20,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
46.66,20,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
33.33,20,106.67,1
46.66,6.67,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
40,13.34,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
53.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,20,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,13.34,106.67,1
53.33,20,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,13.34,106.67,1
46.66,6.67,106.67,1
46.66,13.34,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,20,106.67,1
46.66,6.67,106.67,1
33.33,20,106.67,1
46.66,26.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
46.66,13.33,106.67,1
46.66,13.33,106.67,1
53.33,13.33,106.67,1
86.66,13.34,193.33,0
33.33,20,106.67,0
60,20,106.67,0
60,6.67,106.67,0
60,0,106.67,0
60,6.67,106.67,0
53.34,6.67,120,1
60,13.33,120,1
40,6.67,146.66,1
26.67,6.67,146.66,1
40,6.67,146.66,1
40,6.67,146.66,1
60,13.33,173.34,1
66.67,20,186.67,0
66.67,20,186.67,0
66.67,6.67,186.67,0
66.67,6.67,186.67,0
73.33,13.34,186.67,0
73.33,20,186.67,0
80,20,186.67,0
73.33,20,186.67,0
26.66,6.67,140,1
26.66,6.67,140,1
33.33,6.67,140,1
33.33,6.67,140,1
26.66,6.67,140,1
33.33,6.67,140,1
13.33,6.67,140,1
13.33,6.67,140,1
13.33,6.67,140,1
33.33,6.67,140,1
40,20,113.34,1
40,13.34,113.34,1
40,20,113.34,1
33.33,0,106.67,0
40,20,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,6.67,106.67,0
46.66,0,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
46.66,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
46.66,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
46.66,13.33,106.67,0
46.66,0,106.67,0
33.33,13.33,106.67,0
46.66,0,106.67,0
33.33,0,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,20,106.67,0
46.66,13.33,106.67,0
33.33,13.33,106.67,0
33.33,0,106.67,0
33.33,20,106.67,0
33.33,13.33,106.67,0
33.33,20,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
46.66,6.67,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
33.33,13.33,106.67,0
40,13.33,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
53.34,6.67,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
53.34,6.67,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
46.67,6.67,106.67,0
46.67,13.33,106.67,0
46.67,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
46.67,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
46.67,6.67,106.67,0
53.34,6.67,106.67,0
46.67,6.67,106.67,0
33.33,6.67,106.67,0
33.33,13.33,106.67,0
40,6.67,106.67,0
46.67,6.67,106.67,0
33.33,13.33,106.67,0
40,6.67,106.67,0
40,13.33,106.67,0
33.33,6.67,106.67,0
33.33,0,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
46.67,6.67,106.67,0
33.33,6.67,106.67,0
46.67,0,106.67,0
40,13.33,106.67,0
33.33,6.67,106.67,0
46.67,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
53.34,0,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
46.67,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
40,0,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
53.34,13.33,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
53.34,6.67,106.67,0
53.34,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
40,0,106.67,0
33.33,0,106.67,0
33.33,6.67,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,6.67,106.67,0
40,0,106.67,0
33.34,13.33,106.67,0
40,6.67,106.67,0
40,6.67,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,0,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,0,106.67,0
46.67,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
33.33,0,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
46.67,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,0,106.67,0
40,20,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,20,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,6.66,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,0,106.67,0
40,0,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
46.67,13.34,106.67,0
40,13.34,106.67,0
53.33,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
33.33,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,20,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,0,106.67,0
40,0,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
40,13.34,106.67,0
